id,prop_vac,census_tract,estimate,numb_biz,n_vac
1,0,Census Tract 9 New York County,103512,90,NA
2,0.1222222222,Census Tract 9 New York County,103512,90,11
3,0,Census Tract 13 New York County,102773,70,NA
4,0.1714285714,Census Tract 13 New York County,102773,70,12
5,0.2857142857,Census Tract 317.04 New York County,101656,7,2
6,0,Census Tract 317.04 New York County,101656,7,NA
7,0,Census Tract 317.03 New York County,129028,13,NA
8,0.07692307692,Census Tract 317.03 New York County,129028,13,1
9,0,Census Tract 7 New York County,80240,55,NA
10,0.1818181818,Census Tract 7 New York County,80240,55,10
11,0,Census Tract 29 New York County,16282,223,NA
12,0,Census Tract 15.02 New York County,82560,84,NA
13,0.25,Census Tract 15.02 New York County,82560,84,21
14,0,Census Tract 21 New York County,141635,70,NA
15,0.2,Census Tract 21 New York County,141635,70,14
16,0,Census Tract 15.01 New York County,60233,64,NA
17,0.171875,Census Tract 15.01 New York County,60233,64,11
18,0,Census Tract 27 New York County,38214,24,NA
19,0,Census Tract 39 New York County,85525,56,NA
20,0.2142857143,Census Tract 39 New York County,85525,56,12
21,0,Census Tract 33 New York County,102231,136,NA
22,0.1617647059,Census Tract 33 New York County,102231,136,22
23,0,Census Tract 31 New York County,42083,56,NA
24,0.1607142857,Census Tract 31 New York County,42083,56,9
25,0.1434977578,Census Tract 29 New York County,16282,223,32
26,0,Census Tract 41 New York County,37179,272,NA
27,0.1544117647,Census Tract 41 New York County,37179,272,42
28,0,Census Tract 45 New York County,58958,115,NA
29,0.2086956522,Census Tract 45 New York County,58958,115,24
30,0,Census Tract 37 New York County,94809,67,NA
31,0.1641791045,Census Tract 37 New York County,94809,67,11
32,0,Census Tract 47 New York County,80295,151,NA
33,0.1523178808,Census Tract 47 New York County,80295,151,23
34,0,Census Tract 8 New York County,15984,165,NA
35,0,Census Tract 6 New York County,11753,69,NA
36,0,Census Tract 2.02 New York County,19173,8,NA
37,0.2028985507,Census Tract 6 New York County,11753,69,14
38,0.2242424242,Census Tract 8 New York County,15984,165,37
39,0.04166666667,Census Tract 27 New York County,38214,24,1
40,0,Census Tract 16 New York County,19751,237,NA
41,0,Census Tract 2.01 New York County,15294,7,NA
42,0.1428571429,Census Tract 2.01 New York County,15294,7,1
43,0.1392405063,Census Tract 16 New York County,19751,237,33
44,0,Census Tract 14.01 New York County,66292,9,NA
45,0,Census Tract 12 New York County,30142,11,NA
46,0,Census Tract 14.02 New York County,20111,55,NA
47,0,Census Tract 22.01 New York County,18430,48,NA
48,0.1041666667,Census Tract 22.01 New York County,18430,48,5
49,0.1636363636,Census Tract 14.02 New York County,20111,55,9
50,0,Census Tract 30.01 New York County,54754,144,NA
51,0.1597222222,Census Tract 30.01 New York County,54754,144,23
52,0,Census Tract 18 New York County,28839,253,NA
53,0.1581027668,Census Tract 18 New York County,28839,253,40
54,0.2307692308,Census Tract 22.02 New York County,56642,13,3
55,0,Census Tract 22.02 New York County,56642,13,NA
56,0,Census Tract 26.01 New York County,27361,18,NA
57,0.1111111111,Census Tract 26.01 New York County,27361,18,2
58,0,Census Tract 26.02 New York County,50520,33,NA
59,0.2727272727,Census Tract 26.02 New York County,50520,33,9
60,0,Census Tract 28 New York County,21673,35,NA
61,0.2,Census Tract 28 New York County,21673,35,7
62,0,Census Tract 30.02 New York County,33720,42,NA
63,0.1428571429,Census Tract 30.02 New York County,33720,42,6
64,0,Census Tract 32 New York County,52302,140,NA
65,0.1142857143,Census Tract 32 New York County,52302,140,16
66,0,Census Tract 34 New York County,56307,125,NA
67,0.136,Census Tract 34 New York County,56307,125,17
68,0,Census Tract 36.01 New York County,22731,43,NA
69,0.1860465116,Census Tract 36.01 New York County,22731,43,8
70,0,Census Tract 36.02 New York County,37250,42,NA
71,0.1428571429,Census Tract 36.02 New York County,37250,42,6
72,0,Census Tract 38 New York County,46913,236,NA
73,0.1271186441,Census Tract 38 New York County,46913,236,30
74,0,Census Tract 40 New York County,62654,131,NA
75,0.1908396947,Census Tract 40 New York County,62654,131,25
76,0,Census Tract 67 New York County,78390,134,NA
77,0,Census Tract 49 New York County,72232,222,NA
78,0.1756756757,Census Tract 49 New York County,72232,222,39
79,0,Census Tract 55.02 New York County,74457,74,NA
80,0.243902439,Census Tract 43 New York County,65486,164,40
81,0,Census Tract 43 New York County,65486,164,NA
82,0.1081081081,Census Tract 55.02 New York County,74457,74,8
83,0,Census Tract 55.01 New York County,101596,17,NA
84,0,Census Tract 65 New York County,72153,145,NA
85,0.1448275862,Census Tract 65 New York County,72153,145,21
86,0.1567164179,Census Tract 67 New York County,78390,134,21
87,0.1764705882,Census Tract 55.01 New York County,101596,17,3
88,0,Census Tract 57 New York County,104486,33,NA
89,0.1515151515,Census Tract 57 New York County,104486,33,5
90,0,Census Tract 59 New York County,80469,28,NA
91,0.1071428571,Census Tract 59 New York County,80469,28,3
92,0,Census Tract 63 New York County,80409,117,NA
93,0.1623931624,Census Tract 63 New York County,80409,117,19
94,0,Census Tract 42 New York County,54167,42,NA
95,0.2380952381,Census Tract 42 New York County,54167,42,10
96,0,Census Tract 61 New York County,79393,88,NA
97,0.1477272727,Census Tract 61 New York County,79393,88,13
98,0,Census Tract 73 New York County,89643,132,NA
99,0.2196969697,Census Tract 73 New York County,89643,132,29
100,0,Census Tract 71 New York County,91815,110,NA
101,0.1636363636,Census Tract 71 New York County,91815,110,18
102,0,Census Tract 69 New York County,102607,19,NA
103,0.1052631579,Census Tract 69 New York County,102607,19,2
104,0,Census Tract 77 New York County,88100,93,NA
105,0.1612903226,Census Tract 77 New York County,88100,93,15
106,0.2816901408,Census Tract 79 New York County,70329,71,20
107,0,Census Tract 79 New York County,70329,71,NA
108,0,Census Tract 75 New York County,96291,38,NA
109,0.2105263158,Census Tract 75 New York County,96291,38,8
110,0,Census Tract 99 New York County,94482,105,NA
111,0.180952381,Census Tract 99 New York County,94482,105,19
112,0,Census Tract 117 New York County,84717,5,NA
113,0,Census Tract 83 New York County,41250,51,NA
114,0.2156862745,Census Tract 83 New York County,41250,51,11
115,0.1,Census Tract 89 New York County,75844,30,3
116,0,Census Tract 89 New York County,75844,30,NA
117,0,Census Tract 93 New York County,49364,32,NA
118,0.1923076923,Census Tract 103 New York County,74151,26,5
119,0,Census Tract 103 New York County,74151,26,NA
120,0,Census Tract 111 New York County,66038,93,NA
121,0.1827956989,Census Tract 111 New York County,66038,93,17
122,0,Census Tract 115 New York County,66032,53,NA
123,0.03125,Census Tract 93 New York County,49364,32,1
124,0,Census Tract 97 New York County,32312,9,NA
125,0.2222222222,Census Tract 97 New York County,32312,9,2
126,0.1886792453,Census Tract 115 New York County,66032,53,10
127,0,Census Tract 81 New York County,79781,104,NA
128,0.1634615385,Census Tract 81 New York County,79781,104,17
129,0.1153846154,Census Tract 87 New York County,89143,78,9
130,0,Census Tract 87 New York County,89143,78,NA
131,0,Census Tract 91 New York County,87034,133,NA
132,0.1578947368,Census Tract 91 New York County,87034,133,21
133,0,Census Tract 95 New York County,72841,186,NA
134,0.1505376344,Census Tract 95 New York County,72841,186,28
135,0,Census Tract 101 New York County,89453,86,NA
136,0.1162790698,Census Tract 101 New York County,89453,86,10
137,0,Census Tract 109 New York County,94000,192,NA
138,0.171875,Census Tract 109 New York County,94000,192,33
139,0.1803278689,Census Tract 113 New York County,89107,122,22
140,0,Census Tract 113 New York County,89107,122,NA
141,0.1785714286,Census Tract 54 New York County,103877,112,20
142,0,Census Tract 54 New York County,103877,112,NA
143,0,Census Tract 58 New York County,123558,174,NA
144,0.1781609195,Census Tract 58 New York County,123558,174,31
145,0,Census Tract 76 New York County,64683,163,NA
146,0.1901840491,Census Tract 76 New York County,64683,163,31
147,0.1545454545,Census Tract 84 New York County,80074,110,17
148,0,Census Tract 84 New York County,80074,110,NA
149,0,Census Tract 52 New York County,95491,107,NA
150,0.1775700935,Census Tract 52 New York County,95491,107,19
151,0,Census Tract 56 New York County,85243,65,NA
152,0.1538461538,Census Tract 56 New York County,85243,65,10
153,0,Census Tract 74 New York County,90246,133,NA
154,0.1578947368,Census Tract 74 New York County,90246,133,21
155,0,Census Tract 82 New York County,101833,123,NA
156,0.1869918699,Census Tract 82 New York County,101833,123,23
157,0,Census Tract 50 New York County,103301,50,NA
158,0.08,Census Tract 50 New York County,103301,50,4
159,0,Census Tract 68 New York County,78415,113,NA
160,0.1238938053,Census Tract 68 New York County,78415,113,14
161,0,Census Tract 72 New York County,83193,104,NA
162,0.1057692308,Census Tract 72 New York County,83193,104,11
163,0,Census Tract 80 New York County,79031,84,NA
164,0.130952381,Census Tract 80 New York County,79031,84,11
165,0,Census Tract 48 New York County,64252,69,NA
166,0.1884057971,Census Tract 48 New York County,64252,69,13
167,0,Census Tract 64 New York County,68722,72,NA
168,0.1805555556,Census Tract 64 New York County,68722,72,13
169,0,Census Tract 66 New York County,52056,68,NA
170,0.1470588235,Census Tract 66 New York County,52056,68,10
171,0.125,Census Tract 70 New York County,71834,80,10
172,0,Census Tract 70 New York County,71834,80,NA
173,0.1666666667,Census Tract 78 New York County,70172,60,10
174,0,Census Tract 78 New York County,70172,60,NA
175,0,Census Tract 88 New York County,71706,52,NA
176,0.1153846154,Census Tract 88 New York County,71706,52,6
177,1,Census Tract 86.01 New York County,87389,1,1
178,0,Census Tract 44 New York County,54009,5,NA
179,0.2,Census Tract 44 New York County,54009,5,1
180,0,Census Tract 62 New York County,51174,3,NA
181,0.3333333333,Census Tract 62 New York County,51174,3,1
182,0,Census Tract 119 New York County,16767,70,NA
183,0.1285714286,Census Tract 119 New York County,16767,70,9
184,0,Census Tract 125 New York County,86635,67,NA
185,0.1940298507,Census Tract 125 New York County,86635,67,13
186,0.16,Census Tract 131 New York County,80060,50,8
187,0,Census Tract 131 New York County,80060,50,NA
188,0,Census Tract 137 New York County,94231,90,NA
189,0.1555555556,Census Tract 137 New York County,94231,90,14
190,0,Census Tract 121 New York County,44854,112,NA
191,0.1339285714,Census Tract 121 New York County,44854,112,15
192,0,Census Tract 127 New York County,50469,123,NA
193,0.09756097561,Census Tract 127 New York County,50469,123,12
194,0,Census Tract 133 New York County,63138,91,NA
195,0.1208791209,Census Tract 133 New York County,63138,91,11
196,0.1764705882,Census Tract 139 New York County,73140,85,15
197,0,Census Tract 139 New York County,73140,85,NA
198,0,Census Tract 145 New York County,102633,11,NA
199,0.2025316456,Census Tract 129 New York County,85625,79,16
200,0,Census Tract 129 New York County,85625,79,NA
201,0,Census Tract 135 New York County,46746,49,NA
202,0.1224489796,Census Tract 135 New York County,46746,49,6
203,0.09090909091,Census Tract 145 New York County,102633,11,1
204,0,Census Tract 149 New York County,99856,8,NA
205,0,Census Tract 153 New York County,106628,44,NA
206,0,Census Tract 157 New York County,113835,97,NA
207,0.0824742268,Census Tract 157 New York County,113835,97,8
208,0,Census Tract 161 New York County,83682,31,NA
209,0.1612903226,Census Tract 161 New York County,83682,31,5
210,0.09090909091,Census Tract 153 New York County,106628,44,4
211,0.3103448276,Census Tract 165 New York County,83137,29,9
212,0,Census Tract 165 New York County,83137,29,NA
213,0,Census Tract 147 New York County,97180,3,NA
214,0,Census Tract 151 New York County,39637,10,NA
215,0,Census Tract 155 New York County,82992,18,NA
216,0.1666666667,Census Tract 155 New York County,82992,18,3
217,0,Census Tract 159 New York County,87091,33,NA
218,0.09090909091,Census Tract 159 New York County,87091,33,3
219,0,Census Tract 163 New York County,83253,19,NA
220,0.1578947368,Census Tract 163 New York County,83253,19,3
221,0,Census Tract 167 New York County,91774,71,NA
222,0.1267605634,Census Tract 167 New York County,91774,71,9
223,0.1,Census Tract 151 New York County,39637,10,1
224,0,Census Tract 169 New York County,71841,61,NA
225,0.08196721311,Census Tract 169 New York County,71841,61,5
226,0.09523809524,Census Tract 173 New York County,64906,21,2
227,0,Census Tract 173 New York County,64906,21,NA
228,0,Census Tract 177 New York County,57008,11,NA
229,0.1,Census Tract 181 New York County,53930,20,2
230,0,Census Tract 181 New York County,53930,20,NA
231,0,Census Tract 171 New York County,68232,40,NA
232,0.15,Census Tract 171 New York County,68232,40,6
233,0.2,Census Tract 175 New York County,68107,25,5
234,0,Census Tract 175 New York County,68107,25,NA
235,0,Census Tract 179 New York County,44100,38,NA
236,0.1842105263,Census Tract 179 New York County,44100,38,7
237,0,Census Tract 183 New York County,64010,56,NA
238,0.08928571429,Census Tract 183 New York County,64010,56,5
239,0.1176470588,Census Tract 96 New York County,124375,136,16
240,0,Census Tract 96 New York County,124375,136,NA
241,0.2151898734,Census Tract 104 New York County,71750,79,17
242,0,Census Tract 104 New York County,71750,79,NA
243,0,Census Tract 112.01 New York County,74000,35,NA
244,0.2571428571,Census Tract 112.01 New York County,74000,35,9
245,0,Census Tract 94 New York County,112875,90,NA
246,0.1222222222,Census Tract 94 New York County,112875,90,11
247,0,Census Tract 92 New York County,79107,88,NA
248,0.2272727273,Census Tract 92 New York County,79107,88,20
249,0,Census Tract 102 New York County,74028,99,NA
250,0.2121212121,Census Tract 102 New York County,74028,99,21
251,0,Census Tract 112.02 New York County,94063,41,NA
252,0.1951219512,Census Tract 112.02 New York County,94063,41,8
253,0,Census Tract 100 New York County,88384,79,NA
254,0.2025316456,Census Tract 100 New York County,88384,79,16
255,0,Census Tract 112.03 New York County,88750,60,NA
256,0.2333333333,Census Tract 112.03 New York County,88750,60,14
257,0,Census Tract 90 New York County,81791,61,NA
258,0.1803278689,Census Tract 90 New York County,81791,61,11
259,0.1811594203,Census Tract 98 New York County,91954,138,25
260,0,Census Tract 98 New York County,91954,138,NA
261,0,Census Tract 108 New York County,93491,113,NA
262,0.1681415929,Census Tract 108 New York County,93491,113,19
263,0,Census Tract 114.01 New York County,107270,45,NA
264,0,Census Tract 86.03 New York County,103767,18,NA
265,0.2222222222,Census Tract 86.03 New York County,103767,18,4
266,0.1538461538,Census Tract 106.01 New York County,102313,26,4
267,0,Census Tract 106.01 New York County,102313,26,NA
268,0.2,Census Tract 238.02 New York County,19310,5,1
269,0,Census Tract 238.02 New York County,19310,5,NA
270,0.1777777778,Census Tract 114.01 New York County,107270,45,8
271,0,Census Tract 122 New York County,105602,78,NA
272,0.3076923077,Census Tract 122 New York County,105602,78,24
273,0,Census Tract 130 New York County,87441,54,NA
274,0.1296296296,Census Tract 130 New York County,87441,54,7
275,0,Census Tract 142 New York County,96638,66,NA
276,0.1363636364,Census Tract 142 New York County,96638,66,9
277,0.206185567,Census Tract 114.02 New York County,93977,97,20
278,0,Census Tract 114.02 New York County,93977,97,NA
279,0,Census Tract 110 New York County,80656,114,NA
280,0,Census Tract 120 New York County,96702,61,NA
281,0.1639344262,Census Tract 120 New York County,96702,61,10
282,0.1733333333,Census Tract 128 New York County,91964,75,13
283,0,Census Tract 128 New York County,91964,75,NA
284,0,Census Tract 126 New York County,92565,90,NA
285,0,Census Tract 140 New York County,92820,101,NA
286,0.09900990099,Census Tract 140 New York County,92820,101,10
287,0.1754385965,Census Tract 110 New York County,80656,114,20
288,0,Census Tract 118 New York County,76048,58,NA
289,0.1896551724,Census Tract 118 New York County,76048,58,11
290,0.1111111111,Census Tract 126 New York County,92565,90,10
291,0.1468531469,Census Tract 134 New York County,78128,143,21
292,0,Census Tract 134 New York County,78128,143,NA
293,0.2068965517,Census Tract 106.02 New York County,81705,29,6
294,0,Census Tract 106.02 New York County,81705,29,NA
295,0,Census Tract 116 New York County,60625,19,NA
296,0.1578947368,Census Tract 116 New York County,60625,19,3
297,0,Census Tract 124 New York County,80464,55,NA
298,0.1090909091,Census Tract 124 New York County,80464,55,6
299,0,Census Tract 132 New York County,57196,55,NA
300,0.1818181818,Census Tract 132 New York County,57196,55,10
301,0,Census Tract 150.01 New York County,95385,21,NA
302,0.09523809524,Census Tract 150.01 New York County,95385,21,2
303,0,Census Tract 150.02 New York County,92137,25,NA
304,0.24,Census Tract 150.02 New York County,92137,25,6
305,0,Census Tract 160.01 New York County,110125,27,NA
306,0.1111111111,Census Tract 160.01 New York County,110125,27,3
307,0,Census Tract 148.01 New York County,87375,20,NA
308,0.15,Census Tract 148.01 New York County,87375,20,3
309,0,Census Tract 148.02 New York County,77881,64,NA
310,0.1875,Census Tract 148.02 New York County,77881,64,12
311,0,Census Tract 138 New York County,75097,110,NA
312,0.1860465116,Census Tract 158.01 New York County,100785,43,8
313,0,Census Tract 158.01 New York County,100785,43,NA
314,0.1272727273,Census Tract 138 New York County,75097,110,14
315,0,Census Tract 146.01 New York County,81474,69,NA
316,0.1304347826,Census Tract 146.01 New York County,81474,69,9
317,0,Census Tract 146.02 New York County,74883,68,NA
318,0.1029411765,Census Tract 146.02 New York County,74883,68,7
319,0,Census Tract 154 New York County,65056,76,NA
320,0.1184210526,Census Tract 154 New York County,65056,76,9
321,0,Census Tract 156.01 New York County,54462,30,NA
322,0.1,Census Tract 156.01 New York County,54462,30,3
323,0,Census Tract 136 New York County,65020,62,NA
324,0.1612903226,Census Tract 136 New York County,65020,62,10
325,0.08333333333,Census Tract 144.01 New York County,69206,24,2
326,0,Census Tract 144.01 New York County,69206,24,NA
327,0,Census Tract 144.02 New York County,72241,30,NA
328,0.2333333333,Census Tract 144.02 New York County,72241,30,7
329,0,Census Tract 152 New York County,49472,23,NA
330,0.08695652174,Census Tract 152 New York County,49472,23,2
331,0.25,Census Tract 186 New York County,16421,4,1
332,0,Census Tract 186 New York County,16421,4,NA
333,0.2857142857,Census Tract 190 New York County,43770,7,2
334,0,Census Tract 190 New York County,43770,7,NA
335,0,Census Tract 160.02 New York County,54493,14,NA
336,0.3571428571,Census Tract 160.02 New York County,54493,14,5
337,0,Census Tract 168 New York County,16124,8,NA
338,0,Census Tract 174.01 New York County,17070,10,NA
339,0,Census Tract 174.02 New York County,22425,7,NA
340,0,Census Tract 184 New York County,16191,32,NA
341,0.125,Census Tract 184 New York County,16191,32,4
342,0.1,Census Tract 158.02 New York County,56977,20,2
343,0,Census Tract 158.02 New York County,56977,20,NA
344,0,Census Tract 166 New York County,26064,67,NA
345,0.1343283582,Census Tract 166 New York County,26064,67,9
346,0,Census Tract 172 New York County,21512,119,NA
347,0.1092436975,Census Tract 172 New York County,21512,119,13
348,0,Census Tract 182 New York County,14660,86,NA
349,0.1395348837,Census Tract 182 New York County,14660,86,12
350,0,Census Tract 156.02 New York County,29821,5,NA
351,0,Census Tract 170 New York County,22699,55,NA
352,0.1818181818,Census Tract 170 New York County,22699,55,10
353,0,Census Tract 180 New York County,17880,48,NA
354,0.0625,Census Tract 180 New York County,17880,48,3
355,0,Census Tract 188 New York County,17095,104,NA
356,0.1538461538,Census Tract 188 New York County,17095,104,16
357,0,Census Tract 164 New York County,14109,12,NA
358,0.08333333333,Census Tract 164 New York County,14109,12,1
359,0,Census Tract 162 New York County,20349,4,NA
360,0,Census Tract 178 New York County,27965,49,NA
361,0.2653061224,Census Tract 178 New York County,27965,49,13
362,0,Census Tract 200 New York County,39167,57,NA
363,0.1754385965,Census Tract 200 New York County,39167,57,10
364,0,Census Tract 208 New York County,41518,22,NA
365,0.09090909091,Census Tract 208 New York County,41518,22,2
366,0.1818181818,Census Tract 212 New York County,37129,22,4
367,0,Census Tract 212 New York County,37129,22,NA
368,0,Census Tract 214 New York County,26473,2,NA
369,0,Census Tract 236 New York County,25630,19,NA
370,0,Census Tract 198 New York County,52007,31,NA
371,0.1612903226,Census Tract 198 New York County,52007,31,5
372,0,Census Tract 206 New York County,27022,12,NA
373,0.08333333333,Census Tract 206 New York County,27022,12,1
374,0,Census Tract 210 New York County,24941,3,NA
375,0.3333333333,Census Tract 210 New York County,24941,3,1
376,0,Census Tract 196 New York County,13341,58,NA
377,0.08620689655,Census Tract 196 New York County,13341,58,5
378,0,Census Tract 242 New York County,17339,10,NA
379,0,Census Tract 194 New York County,13655,30,NA
380,0.1,Census Tract 194 New York County,13655,30,3
381,0,Census Tract 192 New York County,15403,2,NA
382,0,Census Tract 216 New York County,37343,20,NA
383,0.1,Census Tract 216 New York County,37343,20,2
384,0,Census Tract 218 New York County,32101,70,NA
385,0.1285714286,Census Tract 218 New York County,32101,70,9
386,0,Census Tract 189 New York County,14496,30,NA
387,0.1,Census Tract 189 New York County,14496,30,3
388,0,Census Tract 193 New York County,30655,63,NA
389,0.07936507937,Census Tract 193 New York County,30655,63,5
390,0,Census Tract 197.02 New York County,42750,8,NA
391,0,Census Tract 201.02 New York County,40460,4,NA
392,0,Census Tract 185 New York County,75556,3,NA
393,0,Census Tract 201.01 New York County,32266,2,NA
394,0,Census Tract 187 New York County,71821,39,NA
395,0.1794871795,Census Tract 187 New York County,71821,39,7
396,0,Census Tract 191 New York County,59603,41,NA
397,0.1707317073,Census Tract 191 New York County,59603,41,7
398,0,Census Tract 195 New York County,56154,36,NA
399,0.1388888889,Census Tract 195 New York County,56154,36,5
400,0,Census Tract 199 New York County,35992,31,NA
401,0.1290322581,Census Tract 199 New York County,35992,31,4
402,0,Census Tract 205 New York County,41419,9,NA
403,0.1111111111,Census Tract 205 New York County,41419,9,1
404,0,Census Tract 220 New York County,37312,30,NA
405,0.06666666667,Census Tract 220 New York County,37312,30,2
406,0,Census Tract 222 New York County,31203,65,NA
407,0,Census Tract 224 New York County,22025,23,NA
408,0.1739130435,Census Tract 224 New York County,22025,23,4
409,0,Census Tract 226 New York County,30057,50,NA
410,0.1,Census Tract 226 New York County,30057,50,5
411,0,Census Tract 228 New York County,24781,54,NA
412,0.07407407407,Census Tract 228 New York County,24781,54,4
413,0.07692307692,Census Tract 222 New York County,31203,65,5
414,0.1111111111,Census Tract 257 New York County,49091,18,2
415,0,Census Tract 257 New York County,49091,18,NA
416,0,Census Tract 209.01 New York County,17760,31,NA
417,0,Census Tract 215 New York County,24558,19,NA
418,0,Census Tract 213.03 New York County,26681,29,NA
419,0.1034482759,Census Tract 213.03 New York County,26681,29,3
420,0.1578947368,Census Tract 215 New York County,24558,19,3
421,0,Census Tract 221.02 New York County,41188,11,NA
422,0,Census Tract 207.01 New York County,37436,9,NA
423,0.06451612903,Census Tract 209.01 New York County,17760,31,2
424,0,Census Tract 203 New York County,12647,5,NA
425,0.2,Census Tract 203 New York County,12647,5,1
426,0,Census Tract 211 New York County,33252,29,NA
427,0.06896551724,Census Tract 211 New York County,33252,29,2
428,0,Census Tract 219 New York County,12906,27,NA
429,0,Census Tract 223.01 New York County,17450,36,NA
430,0.1111111111,Census Tract 223.01 New York County,17450,36,4
431,0,Census Tract 223.02 New York County,16259,2,NA
432,0,Census Tract 233 New York County,22363,57,NA
433,0,Census Tract 230 New York County,18282,32,NA
434,0,Census Tract 232 New York County,17982,56,NA
435,0.125,Census Tract 232 New York County,17982,56,7
436,0.03125,Census Tract 230 New York County,18282,32,1
437,0,Census Tract 234 New York County,21592,26,NA
438,0.1538461538,Census Tract 234 New York County,21592,26,4
439,0,Census Tract 259 New York County,40108,30,NA
440,0.06666666667,Census Tract 259 New York County,40108,30,2
441,0,Census Tract 235.02 New York County,22156,14,NA
442,0,Census Tract 231 New York County,26930,27,NA
443,0,Census Tract 227 New York County,28863,12,NA
444,0.03703703704,Census Tract 231 New York County,26930,27,1
445,0,Census Tract 235.01 New York County,25351,10,NA
446,0.2,Census Tract 235.01 New York County,25351,10,2
447,0,Census Tract 225 New York County,23403,53,NA
448,0.1509433962,Census Tract 225 New York County,23403,53,8
449,0,Census Tract 229 New York County,21547,53,NA
450,0.1132075472,Census Tract 229 New York County,21547,53,6
451,0.1403508772,Census Tract 233 New York County,22363,57,8
452,0.1142857143,Census Tract 237 New York County,22272,35,4
453,0,Census Tract 237 New York County,22272,35,NA
454,0,Census Tract 239 New York County,18319,10,NA
455,0.1,Census Tract 239 New York County,18319,10,1
456,0,Census Tract 245 New York County,19812,105,NA
457,0,Census Tract 243.01 New York County,20963,27,NA
458,0.1111111111,Census Tract 243.01 New York County,20963,27,3
459,0,Census Tract 249 New York County,19815,12,NA
460,0.1666666667,Census Tract 249 New York County,19815,12,2
461,0,Census Tract 241 New York County,24552,29,NA
462,0.03448275862,Census Tract 241 New York County,24552,29,1
463,0.1428571429,Census Tract 245 New York County,19812,105,15
464,0,Census Tract 251 New York County,13978,29,NA
465,0.1379310345,Census Tract 251 New York County,13978,29,4
466,0,Census Tract 253 New York County,18799,59,NA
467,0.05084745763,Census Tract 253 New York County,18799,59,3
468,0,Census Tract 261 New York County,17047,63,NA
469,0.1428571429,Census Tract 261 New York County,17047,63,9
470,0,Census Tract 247 New York County,22014,8,NA
471,0.125,Census Tract 247 New York County,22014,8,1
472,0,Census Tract 255 New York County,25332,7,NA
473,0.2857142857,Census Tract 255 New York County,25332,7,2
474,0,Census Tract 263 New York County,21056,84,NA
475,0.1071428571,Census Tract 263 New York County,21056,84,9
476,0,Census Tract 267 New York County,18768,4,NA
477,0,Census Tract 277 New York County,15671,29,NA
478,0,Census Tract 269 New York County,18851,97,NA
479,0.1340206186,Census Tract 269 New York County,18851,97,13
480,0.1379310345,Census Tract 277 New York County,15671,29,4
481,0,Census Tract 271 New York County,21721,70,NA
482,0.07142857143,Census Tract 271 New York County,21721,70,5
483,0,Census Tract 279 New York County,18975,59,NA
484,0.05084745763,Census Tract 279 New York County,18975,59,3
485,0,Census Tract 283 New York County,26114,44,NA
486,0.06818181818,Census Tract 283 New York County,26114,44,3
487,0,Census Tract 285 New York County,22998,57,NA
488,0.0701754386,Census Tract 285 New York County,22998,57,4
489,0,Census Tract 287 New York County,24163,35,NA
490,0.08571428571,Census Tract 287 New York County,24163,35,3
491,0,Census Tract 299 New York County,12386,27,NA
492,0,Census Tract 265 New York County,29120,46,NA
493,0.08695652174,Census Tract 265 New York County,29120,46,4
494,0,Census Tract 275 New York County,52746,2,NA
495,0,Census Tract 273 New York County,48055,28,NA
496,0.1071428571,Census Tract 273 New York County,48055,28,3
497,0,Census Tract 281 New York County,54152,2,NA
498,0.07407407407,Census Tract 299 New York County,12386,27,2
499,0,Census Tract 309 New York County,20487,34,NA
500,0.1176470588,Census Tract 309 New York County,20487,34,4
501,0,Census Tract 291 New York County,18401,49,NA
502,0,Census Tract 293 New York County,17986,86,NA
503,0.04651162791,Census Tract 293 New York County,17986,86,4
504,0.02040816327,Census Tract 291 New York County,18401,49,1
505,0.09756097561,Census Tract 303 New York County,35519,41,4
506,0,Census Tract 303 New York County,35519,41,NA
507,0,Census Tract 307 New York County,47178,14,NA
508,0,Census Tract 295 New York County,30137,22,NA
509,0.04545454545,Census Tract 295 New York County,30137,22,1
510,0.07142857143,Census Tract 307 New York County,47178,14,1
511,0,Census Tract 19 Bronx County,23281,50,NA
512,0,Census Tract 25 Bronx County,16380,32,NA
513,0,Census Tract 39 Bronx County,19455,61,NA
514,0,Census Tract 41 Bronx County,15062,12,NA
515,0,Census Tract 43 Bronx County,14109,64,NA
516,0,Census Tract 71 Bronx County,24508,45,NA
517,0.03125,Census Tract 25 Bronx County,16380,32,1
518,0.06557377049,Census Tract 39 Bronx County,19455,61,4
519,0.09375,Census Tract 43 Bronx County,14109,64,6
520,0.08333333333,Census Tract 41 Bronx County,15062,12,1
521,0.08,Census Tract 19 Bronx County,23281,50,4
522,0,Census Tract 23 Bronx County,12500,4,NA
523,0,Census Tract 51 Bronx County,13927,26,NA
524,0.1538461538,Census Tract 51 Bronx County,13927,26,4
525,0,Census Tract 65 Bronx County,16751,103,NA
526,0.1165048544,Census Tract 65 Bronx County,16751,103,12
527,0,Census Tract 63 Bronx County,21326,50,NA
528,0.08,Census Tract 63 Bronx County,21326,50,4
529,0.1555555556,Census Tract 71 Bronx County,24508,45,7
530,0,Census Tract 141 Bronx County,17826,32,NA
531,0,Census Tract 185 Bronx County,19493,43,NA
532,0,Census Tract 145 Bronx County,13261,29,NA
533,0,Census Tract 67 Bronx County,14204,56,NA
534,0.1607142857,Census Tract 67 Bronx County,14204,56,9
