reporting_year,geoid,boro_ct2020,vacant_on_12_31,count_vacant,perc_vacant,total_storefronts
2019 and 2020,36081047900,4047900,YES,1,0.04,27
2019 and 2020,36081048000,4048000,NO,18,1,18
2019 and 2020,36081048100,4048100,NO,8,0.89,9
2019 and 2020,36081048100,4048100,YES,1,0.11,9
2019 and 2020,36081048200,4048200,NO,7,0.64,11
2019 and 2020,36081048200,4048200,YES,4,0.36,11
2019 and 2020,36081048301,4048301,NO,4,1,4
2019 and 2020,36081048302,4048302,NO,16,1,16
2019 and 2020,36081048400,4048400,NO,15,0.94,16
2019 and 2020,36081048400,4048400,YES,1,0.06,16
2019 and 2020,36081048500,4048500,NO,54,0.95,57
2019 and 2020,36081048500,4048500,YES,3,0.05,57
2019 and 2020,36081048900,4048900,NO,22,1,22
2019 and 2020,36081049201,4049201,NO,4,1,4
2019 and 2020,36081049202,4049202,NO,11,1,11
2019 and 2020,36081049301,4049301,NO,1,1,1
2019 and 2020,36081049302,4049302,NO,44,0.94,47
2019 and 2020,36081049302,4049302,YES,3,0.06,47
2019 and 2020,36081049600,4049600,NO,11,0.79,14
2019 and 2020,36081049600,4049600,YES,3,0.21,14
2019 and 2020,36081049700,4049700,NO,3,1,3
2019 and 2020,36081049900,4049900,NO,17,0.81,21
2019 and 2020,36081049900,4049900,YES,4,0.19,21
2019 and 2020,36081050000,4050000,NO,25,1,25
2019 and 2020,36081050600,4050600,NO,1,1,1
2019 and 2020,36081050700,4050700,NO,7,1,7
2019 and 2020,36081050800,4050800,NO,9,0.82,11
2019 and 2020,36081050800,4050800,YES,2,0.18,11
2019 and 2020,36081051000,4051000,NO,3,1,3
2019 and 2020,36081051100,4051100,NO,1,1,1
2019 and 2020,36081051200,4051200,NO,16,1,16
2019 and 2020,36081051500,4051500,NO,17,1,17
2019 and 2020,36081051700,4051700,NO,31,0.89,35
2019 and 2020,36081051700,4051700,YES,4,0.11,35
2019 and 2020,36081052000,4052000,NO,8,1,8
2019 and 2020,36081052100,4052100,NO,20,1,20
2019 and 2020,36081052200,4052200,NO,6,1,6
2019 and 2020,36081052400,4052400,NO,2,0.67,3
2019 and 2020,36081052400,4052400,YES,1,0.33,3
2019 and 2020,36081052500,4052500,NO,4,1,4
2019 and 2020,36081052600,4052600,NO,5,1,5
2019 and 2020,36081052800,4052800,NO,6,0.86,7
2019 and 2020,36081052800,4052800,YES,1,0.14,7
2019 and 2020,36081053000,4053000,NO,11,0.92,12
2019 and 2020,36081053000,4053000,YES,1,0.08,12
2019 and 2020,36081053100,4053100,NO,51,0.93,55
2019 and 2020,36081053100,4053100,YES,4,0.07,55
2019 and 2020,36081053200,4053200,NO,20,1,20
2019 and 2020,36081053401,4053401,NO,11,1,11
2019 and 2020,36081053501,4053501,NO,29,0.91,32
2019 and 2020,36081053501,4053501,YES,3,0.09,32
2019 and 2020,36081053502,4053502,NO,10,0.71,14
2019 and 2020,36081053502,4053502,YES,4,0.29,14
2019 and 2020,36081053601,4053601,NO,1,1,1
2019 and 2020,36081053901,4053901,NO,14,0.88,16
2019 and 2020,36081053901,4053901,YES,2,0.12,16
2019 and 2020,36081054000,4054000,NO,31,0.94,33
2019 and 2020,36081054000,4054000,YES,2,0.06,33
2019 and 2020,36081054200,4054200,NO,28,0.93,30
2019 and 2020,36081054200,4054200,YES,2,0.07,30
2019 and 2020,36081054500,4054500,NO,13,1,13
2019 and 2020,36081054700,4054700,NO,23,0.96,24
2019 and 2020,36081054700,4054700,YES,1,0.04,24
2019 and 2020,36081054800,4054800,NO,6,1,6
2019 and 2020,36081054900,4054900,NO,51,0.94,54
2019 and 2020,36081054900,4054900,YES,3,0.06,54
2019 and 2020,36081055100,4055100,NO,80,0.88,91
2019 and 2020,36081055100,4055100,YES,11,0.12,91
2019 and 2020,36081055200,4055200,NO,11,0.85,13
2019 and 2020,36081055200,4055200,YES,2,0.15,13
2019 and 2020,36081055300,4055300,NO,60,0.97,62
2019 and 2020,36081055300,4055300,YES,2,0.03,62
2019 and 2020,36081055400,4055400,NO,5,1,5
2019 and 2020,36081055500,4055500,NO,20,0.95,21
2019 and 2020,36081055500,4055500,YES,1,0.05,21
2019 and 2020,36081055600,4055600,NO,2,1,2
2019 and 2020,36081055700,4055700,NO,41,0.89,46
2019 and 2020,36081055700,4055700,YES,5,0.11,46
2019 and 2020,36081055900,4055900,NO,17,1,17
2019 and 2020,36081056000,4056000,NO,5,0.83,6
2019 and 2020,36081056000,4056000,YES,1,0.17,6
2019 and 2020,36081056400,4056400,NO,18,0.95,19
2019 and 2020,36081056400,4056400,YES,1,0.05,19
2019 and 2020,36081056500,4056500,NO,5,1,5
2019 and 2020,36081056600,4056600,NO,16,1,16
2019 and 2020,36081056700,4056700,NO,3,0.75,4
2019 and 2020,36081056700,4056700,YES,1,0.25,4
2019 and 2020,36081056800,4056800,NO,58,0.91,64
2019 and 2020,36081056800,4056800,YES,6,0.09,64
2019 and 2020,36081057700,4057700,NO,29,1,29
2019 and 2020,36081057900,4057900,NO,1,0.5,2
2019 and 2020,36081057900,4057900,YES,1,0.5,2
2019 and 2020,36081058100,4058100,NO,18,0.95,19
2019 and 2020,36081058100,4058100,YES,1,0.05,19
2019 and 2020,36081058200,4058200,NO,13,0.93,14
2019 and 2020,36081058200,4058200,YES,1,0.07,14
2019 and 2020,36081058300,4058300,NO,23,0.92,25
2019 and 2020,36081058300,4058300,YES,2,0.08,25
2019 and 2020,36081058500,4058500,NO,19,0.83,23
2019 and 2020,36081058500,4058500,YES,4,0.17,23
2019 and 2020,36081058700,4058700,NO,21,0.95,22
2019 and 2020,36081058700,4058700,YES,1,0.05,22
2019 and 2020,36081058900,4058900,NO,39,0.8,49
2019 and 2020,36081058900,4058900,YES,10,0.2,49
2019 and 2020,36081059100,4059100,NO,12,0.92,13
2019 and 2020,36081059100,4059100,YES,1,0.08,13
2019 and 2020,36081059300,4059300,NO,20,0.91,22
2019 and 2020,36081059300,4059300,YES,2,0.09,22
2019 and 2020,36081059501,4059501,NO,8,0.8,10
2019 and 2020,36081059501,4059501,YES,2,0.2,10
2019 and 2020,36081059502,4059502,NO,3,0.6,5
2019 and 2020,36081059502,4059502,YES,2,0.4,5
2019 and 2020,36081059600,4059600,NO,19,0.83,23
2019 and 2020,36081059600,4059600,YES,4,0.17,23
2019 and 2020,36081059800,4059800,NO,2,1,2
2019 and 2020,36081059900,4059900,YES,1,1,1
2019 and 2020,36081060000,4060000,NO,13,1,13
2019 and 2020,36081060100,4060100,NO,13,0.81,16
2019 and 2020,36081060100,4060100,YES,3,0.19,16
2019 and 2020,36081060300,4060300,NO,20,0.91,22
2019 and 2020,36081060300,4060300,YES,2,0.09,22
2019 and 2020,36081060600,4060600,NO,13,1,13
2019 and 2020,36081060800,4060800,NO,9,1,9
2019 and 2020,36081061000,4061000,NO,1,1,1
2019 and 2020,36081061301,4061301,NO,47,0.9,52
2019 and 2020,36081061301,4061301,YES,5,0.1,52
2019 and 2020,36081061302,4061302,NO,6,0.86,7
2019 and 2020,36081061302,4061302,YES,1,0.14,7
2019 and 2020,36081061602,4061602,NO,5,1,5
2019 and 2020,36081061800,4061800,NO,10,1,10
2019 and 2020,36081061900,4061900,NO,23,1,23
2019 and 2020,36081062100,4062100,NO,22,1,22
2019 and 2020,36081062200,4062200,NO,10,1,10
2019 and 2020,36081062300,4062300,NO,7,0.88,8
2019 and 2020,36081062300,4062300,YES,1,0.12,8
2019 and 2020,36081062500,4062500,NO,9,0.9,10
2019 and 2020,36081062500,4062500,YES,1,0.1,10
2019 and 2020,36081062600,4062600,NO,19,1,19
2019 and 2020,36081062700,4062700,NO,13,0.93,14
2019 and 2020,36081062700,4062700,YES,1,0.07,14
2019 and 2020,36081062900,4062900,NO,26,0.87,30
2019 and 2020,36081062900,4062900,YES,4,0.13,30
2019 and 2020,36081063000,4063000,NO,9,1,9
2019 and 2020,36081063200,4063200,NO,69,0.92,75
2019 and 2020,36081063200,4063200,YES,6,0.08,75
2019 and 2020,36081063301,4063301,NO,10,1,10
2019 and 2020,36081063302,4063302,NO,6,1,6
2019 and 2020,36081063500,4063500,NO,1,0.33,3
2019 and 2020,36081063500,4063500,YES,2,0.67,3
2019 and 2020,36081063700,4063700,NO,31,0.94,33
2019 and 2020,36081063700,4063700,YES,2,0.06,33
2019 and 2020,36081063800,4063800,NO,20,1,20
2019 and 2020,36081063900,4063900,NO,7,1,7
2019 and 2020,36081064101,4064101,NO,1,1,1
2019 and 2020,36081064500,4064500,NO,24,0.96,25
2019 and 2020,36081064500,4064500,YES,1,0.04,25
2019 and 2020,36081065401,4065401,NO,20,0.87,23
2019 and 2020,36081065401,4065401,YES,3,0.13,23
2019 and 2020,36081065600,4065600,NO,15,1,15
2019 and 2020,36081065702,4065702,NO,15,1,15
2019 and 2020,36081065703,4065703,NO,29,1,29
2019 and 2020,36081065900,4065900,NO,4,1,4
2019 and 2020,36081066301,4066301,NO,8,1,8
2019 and 2020,36081066401,4066401,NO,5,0.71,7
2019 and 2020,36081066401,4066401,YES,2,0.29,7
2019 and 2020,36081066402,4066402,NO,1,1,1
2019 and 2020,36081066501,4066501,NO,3,1,3
2019 and 2020,36081066701,4066701,NO,7,0.88,8
2019 and 2020,36081066701,4066701,YES,1,0.12,8
2019 and 2020,36081066900,4066900,NO,10,1,10
2019 and 2020,36081067100,4067100,NO,22,0.88,25
2019 and 2020,36081067100,4067100,YES,3,0.12,25
2019 and 2020,36081067900,4067900,NO,30,0.88,34
2019 and 2020,36081067900,4067900,YES,4,0.12,34
2019 and 2020,36081068000,4068000,NO,12,1,12
2019 and 2020,36081068300,4068300,NO,27,0.82,33
2019 and 2020,36081068300,4068300,YES,6,0.18,33
2019 and 2020,36081068700,4068700,NO,22,1,22
2019 and 2020,36081069000,4069000,NO,3,1,3
2019 and 2020,36081069300,4069300,NO,85,0.98,87
2019 and 2020,36081069300,4069300,YES,2,0.02,87
2019 and 2020,36081069400,4069400,NO,1,1,1
2019 and 2020,36081069500,4069500,NO,26,1,26
2019 and 2020,36081069701,4069701,NO,10,0.91,11
2019 and 2020,36081069701,4069701,YES,1,0.09,11
2019 and 2020,36081069702,4069702,NO,17,0.94,18
2019 and 2020,36081069702,4069702,YES,1,0.06,18
2019 and 2020,36081070300,4070300,NO,3,1,3
2019 and 2020,36081070700,4070700,NO,19,1,19
2019 and 2020,36081070900,4070900,NO,16,1,16
2019 and 2020,36081071100,4071100,NO,90,0.96,94
2019 and 2020,36081071100,4071100,YES,4,0.04,94
2019 and 2020,36081071303,4071303,NO,50,1,50
2019 and 2020,36081071304,4071304,NO,20,0.91,22
2019 and 2020,36081071304,4071304,YES,2,0.09,22
2019 and 2020,36081071305,4071305,NO,12,1,12
2019 and 2020,36081071306,4071306,NO,31,1,31
2019 and 2020,36081071701,4071701,NO,50,0.89,56
2019 and 2020,36081071701,4071701,YES,6,0.11,56
2019 and 2020,36081071702,4071702,NO,3,1,3
2019 and 2020,36081071900,4071900,YES,1,1,1
2019 and 2020,36081072300,4072300,NO,9,1,9
2019 and 2020,36081072900,4072900,NO,5,1,5
2019 and 2020,36081073100,4073100,NO,17,1,17
2019 and 2020,36081073700,4073700,NO,120,0.99,121
2019 and 2020,36081073700,4073700,YES,1,0.01,121
2019 and 2020,36081073900,4073900,NO,7,0.7,10
2019 and 2020,36081073900,4073900,YES,3,0.3,10
2019 and 2020,36081074300,4074300,NO,53,0.83,64
2019 and 2020,36081074300,4074300,YES,11,0.17,64
2019 and 2020,36081074500,4074500,NO,1,0.33,3
2019 and 2020,36081074500,4074500,YES,2,0.67,3
2019 and 2020,36081074700,4074700,NO,1,1,1
2019 and 2020,36081075701,4075701,NO,63,0.98,64
2019 and 2020,36081075701,4075701,YES,1,0.02,64
2019 and 2020,36081075702,4075702,NO,13,1,13
2019 and 2020,36081076901,4076901,NO,15,1,15
2019 and 2020,36081076902,4076902,NO,21,0.91,23
2019 and 2020,36081076902,4076902,YES,2,0.09,23
2019 and 2020,36081077300,4077300,NO,2,1,2
2019 and 2020,36081077500,4077500,NO,42,0.95,44
2019 and 2020,36081077500,4077500,YES,2,0.05,44
2019 and 2020,36081077902,4077902,NO,39,1,39
2019 and 2020,36081077904,4077904,NO,52,0.95,55
2019 and 2020,36081077904,4077904,YES,3,0.05,55
2019 and 2020,36081077905,4077905,NO,2,1,2
2019 and 2020,36081077906,4077906,NO,16,0.89,18
2019 and 2020,36081077906,4077906,YES,2,0.11,18
2019 and 2020,36081077907,4077907,NO,21,0.95,22
2019 and 2020,36081077907,4077907,YES,1,0.05,22
2019 and 2020,36081078800,4078800,NO,5,0.83,6
2019 and 2020,36081078800,4078800,YES,1,0.17,6
2019 and 2020,36081079000,4079000,NO,7,0.78,9
2019 and 2020,36081079000,4079000,YES,2,0.22,9
2019 and 2020,36081079200,4079200,NO,1,1,1
2019 and 2020,36081079701,4079701,NO,20,0.91,22
2019 and 2020,36081079701,4079701,YES,2,0.09,22
2019 and 2020,36081079702,4079702,NO,36,1,36
2019 and 2020,36081079900,4079900,NO,27,0.84,32
2019 and 2020,36081079900,4079900,YES,5,0.16,32
2019 and 2020,36081080301,4080301,NO,8,1,8
2019 and 2020,36081080302,4080302,NO,1,1,1
2019 and 2020,36081080900,4080900,NO,18,0.9,20
2019 and 2020,36081080900,4080900,YES,2,0.1,20
2019 and 2020,36081081400,4081400,NO,9,1,9
2019 and 2020,36081081800,4081800,NO,5,1,5
2019 and 2020,36081083700,4083700,NO,19,0.95,20
2019 and 2020,36081083700,4083700,YES,1,0.05,20
2019 and 2020,36081083800,4083800,NO,21,1,21
2019 and 2020,36081084000,4084000,NO,24,1,24
2019 and 2020,36081084500,4084500,NO,14,0.93,15
2019 and 2020,36081084500,4084500,YES,1,0.07,15
2019 and 2020,36081084901,4084901,NO,60,0.83,72
2019 and 2020,36081084901,4084901,YES,12,0.17,72
2019 and 2020,36081084902,4084902,NO,64,0.86,74
2019 and 2020,36081084902,4084902,YES,10,0.14,74
2019 and 2020,36081085300,4085300,NO,90,0.98,92
2019 and 2020,36081085300,4085300,YES,2,0.02,92
2019 and 2020,36081085500,4085500,NO,16,0.89,18
2019 and 2020,36081085500,4085500,YES,2,0.11,18
2019 and 2020,36081085700,4085700,NO,25,1,25
2019 and 2020,36081085900,4085900,NO,31,0.94,33
2019 and 2020,36081085900,4085900,YES,2,0.06,33
2019 and 2020,36081086100,4086100,NO,6,0.75,8
2019 and 2020,36081086100,4086100,YES,2,0.25,8
2019 and 2020,36081086300,4086300,NO,5,1,5
2019 and 2020,36081086400,4086400,NO,12,1,12
2019 and 2020,36081086500,4086500,NO,37,0.95,39
2019 and 2020,36081086500,4086500,YES,2,0.05,39
2019 and 2020,36081086900,4086900,NO,271,0.92,296
2019 and 2020,36081086900,4086900,YES,25,0.08,296
2019 and 2020,36081087100,4087100,NO,231,0.97,239
2019 and 2020,36081087100,4087100,YES,8,0.03,239
2019 and 2020,36081088400,4088400,NO,18,1,18
2019 and 2020,36081088902,4088902,NO,20,0.91,22
2019 and 2020,36081088902,4088902,YES,2,0.09,22
2019 and 2020,36081088903,4088903,NO,28,1,28
2019 and 2020,36081089201,4089201,NO,110,0.9,122
2019 and 2020,36081089201,4089201,YES,12,0.1,122
2019 and 2020,36081090700,4090700,NO,45,0.92,49
2019 and 2020,36081090700,4090700,YES,4,0.08,49
2019 and 2020,36081091900,4091900,NO,41,0.85,48
2019 and 2020,36081091900,4091900,YES,7,0.15,48
2019 and 2020,36081092500,4092500,NO,75,0.91,82
2019 and 2020,36081092500,4092500,YES,7,0.09,82
2019 and 2020,36081092900,4092900,NO,32,0.94,34
2019 and 2020,36081092900,4092900,YES,2,0.06,34
2019 and 2020,36081093401,4093401,NO,16,1,16
2019 and 2020,36081093402,4093402,NO,20,0.83,24
2019 and 2020,36081093402,4093402,YES,4,0.17,24
2019 and 2020,36081093800,4093800,NO,47,0.92,51
2019 and 2020,36081093800,4093800,YES,4,0.08,51
2019 and 2020,36081093900,4093900,NO,2,1,2
2019 and 2020,36081094201,4094201,NO,16,0.94,17
2019 and 2020,36081094201,4094201,YES,1,0.06,17
2019 and 2020,36081094202,4094202,NO,28,0.97,29
2019 and 2020,36081094202,4094202,YES,1,0.03,29
2019 and 2020,36081094203,4094203,NO,24,0.89,27
2019 and 2020,36081094203,4094203,YES,3,0.11,27
2019 and 2020,36081094500,4094500,NO,64,0.97,66
2019 and 2020,36081094500,4094500,YES,2,0.03,66
2019 and 2020,36081094700,4094700,NO,22,1,22
2019 and 2020,36081095400,4095400,NO,3,0.75,4
2019 and 2020,36081095400,4095400,YES,1,0.25,4
2019 and 2020,36081096400,4096400,NO,4,0.8,5
2019 and 2020,36081096400,4096400,YES,1,0.2,5
2019 and 2020,36081097202,4097202,NO,5,1,5
2019 and 2020,36081097204,4097204,NO,5,1,5
2019 and 2020,36081097300,4097300,NO,4,1,4
2019 and 2020,36081098100,4098100,NO,70,0.97,72
2019 and 2020,36081098100,4098100,YES,2,0.03,72
2019 and 2020,36081098700,4098700,NO,67,0.88,76
2019 and 2020,36081098700,4098700,YES,9,0.12,76
2019 and 2020,36081099100,4099100,NO,1,1,1
2019 and 2020,36081099200,4099200,NO,9,1,9
2019 and 2020,36081099701,4099701,NO,1,1,1
2019 and 2020,36081099703,4099703,NO,8,0.89,9
2019 and 2020,36081099703,4099703,YES,1,0.11,9
2019 and 2020,36081099704,4099704,NO,58,0.94,62
2019 and 2020,36081099704,4099704,YES,4,0.06,62
2019 and 2020,36081099801,4099801,NO,16,1,16
2019 and 2020,36081099802,4099802,NO,1,1,1
2019 and 2020,36081100803,4100803,NO,38,0.95,40
2019 and 2020,36081100803,4100803,YES,2,0.05,40
2019 and 2020,36081100804,4100804,NO,1,1,1
2019 and 2020,36081101003,4101003,NO,36,0.92,39
2019 and 2020,36081101003,4101003,YES,3,0.08,39
2019 and 2020,36081101004,4101004,NO,6,1,6
2019 and 2020,36081101700,4101700,NO,67,0.97,69
2019 and 2020,36081101700,4101700,YES,2,0.03,69
2019 and 2020,36081102900,4102900,NO,3,1,3
2019 and 2020,36081103201,4103201,NO,16,0.64,25
2019 and 2020,36081103201,4103201,YES,9,0.36,25
2019 and 2020,36081103202,4103202,NO,34,1,34
2019 and 2020,36081103300,4103300,NO,8,1,8
2019 and 2020,36081103900,4103900,NO,18,0.86,21
2019 and 2020,36081103900,4103900,YES,3,0.14,21
2019 and 2020,36081104700,4104700,NO,22,0.96,23
2019 and 2020,36081104700,4104700,YES,1,0.04,23
2019 and 2020,36081105900,4105900,NO,5,1,5
2019 and 2020,36081107201,4107201,NO,7,0.88,8
2019 and 2020,36081107201,4107201,YES,1,0.12,8
2019 and 2020,36081108500,4108500,NO,13,0.93,14
2019 and 2020,36081108500,4108500,YES,1,0.07,14
2019 and 2020,36081109700,4109700,NO,10,1,10
2019 and 2020,36081109900,4109900,NO,30,0.97,31
2019 and 2020,36081109900,4109900,YES,1,0.03,31
2019 and 2020,36081112300,4112300,NO,101,0.95,106
2019 and 2020,36081112300,4112300,YES,5,0.05,106
2019 and 2020,36081112900,4112900,NO,18,1,18
2019 and 2020,36081113300,4113300,NO,9,1,9
2019 and 2020,36081113900,4113900,NO,27,1,27
2019 and 2020,36081114100,4114100,NO,7,1,7
2019 and 2020,36081115500,4115500,NO,29,0.94,31
2019 and 2020,36081115500,4115500,YES,2,0.06,31
2019 and 2020,36081115700,4115700,NO,46,0.96,48
2019 and 2020,36081115700,4115700,YES,2,0.04,48
2019 and 2020,36081115900,4115900,NO,11,0.92,12
2019 and 2020,36081115900,4115900,YES,1,0.08,12
2019 and 2020,36081116100,4116100,NO,7,0.88,8
2019 and 2020,36081116100,4116100,YES,1,0.12,8
2019 and 2020,36081116301,4116301,NO,20,1,20
2019 and 2020,36081116302,4116302,NO,10,0.91,11
2019 and 2020,36081116302,4116302,YES,1,0.09,11
2019 and 2020,36081116700,4116700,NO,21,1,21
2019 and 2020,36081117100,4117100,NO,196,0.92,213
2019 and 2020,36081117100,4117100,YES,17,0.08,213
2019 and 2020,36081117500,4117500,NO,51,0.96,53
2019 and 2020,36081117500,4117500,YES,2,0.04,53
2019 and 2020,36081118100,4118100,NO,19,1,19
2019 and 2020,36081118500,4118500,NO,25,0.93,27
2019 and 2020,36081118500,4118500,YES,2,0.07,27
2019 and 2020,36081118700,4118700,YES,4,1,4
2019 and 2020,36081119100,4119100,NO,58,0.89,65
2019 and 2020,36081119100,4119100,YES,7,0.11,65
2019 and 2020,36081119300,4119300,NO,4,1,4
2019 and 2020,36081119500,4119500,NO,1,1,1
2019 and 2020,36081120100,4120100,NO,9,0.9,10
2019 and 2020,36081120100,4120100,YES,1,0.1,10
2019 and 2020,36081120500,4120500,NO,16,0.89,18
2019 and 2020,36081120500,4120500,YES,2,0.11,18
2019 and 2020,36081120701,4120701,NO,20,0.83,24
2019 and 2020,36081120701,4120701,YES,4,0.17,24
2019 and 2020,36081121500,4121500,NO,11,1,11
2019 and 2020,36081122300,4122300,NO,21,0.95,22
2019 and 2020,36081122300,4122300,YES,1,0.05,22
2019 and 2020,36081122702,4122702,NO,31,0.97,32
2019 and 2020,36081122702,4122702,YES,1,0.03,32
2019 and 2020,36081122703,4122703,NO,36,0.97,37
2019 and 2020,36081122703,4122703,YES,1,0.03,37
2019 and 2020,36081122704,4122704,NO,19,0.86,22
2019 and 2020,36081122704,4122704,YES,3,0.14,22
2019 and 2020,36081124100,4124100,NO,18,0.95,19
2019 and 2020,36081124100,4124100,YES,1,0.05,19
2019 and 2020,36081124700,4124700,NO,1,0.2,5
2019 and 2020,36081124700,4124700,YES,4,0.8,5
2019 and 2020,36081125700,4125700,NO,11,0.92,12
2019 and 2020,36081125700,4125700,YES,1,0.08,12
2019 and 2020,36081126500,4126500,NO,27,0.93,29
2019 and 2020,36081126500,4126500,YES,2,0.07,29
2019 and 2020,36081126700,4126700,NO,7,0.78,9
2019 and 2020,36081126700,4126700,YES,2,0.22,9
2019 and 2020,36081127700,4127700,NO,71,0.99,72
2019 and 2020,36081127700,4127700,YES,1,0.01,72
2019 and 2020,36081129102,4129102,NO,21,1,21
2019 and 2020,36081129103,4129103,NO,22,1,22
2019 and 2020,36081129104,4129104,NO,17,0.68,25
2019 and 2020,36081129104,4129104,YES,8,0.32,25
2019 and 2020,36081130100,4130100,NO,18,1,18
2019 and 2020,36081133300,4133300,NO,36,1,36
2019 and 2020,36081133900,4133900,NO,35,1,35
2019 and 2020,36081134100,4134100,NO,34,1,34
2019 and 2020,36081134701,4134701,NO,57,0.93,61
2019 and 2020,36081134701,4134701,YES,4,0.07,61
2019 and 2020,36081134702,4134702,NO,6,0.86,7
2019 and 2020,36081134702,4134702,YES,1,0.14,7
2019 and 2020,36081136700,4136700,NO,32,0.97,33
2019 and 2020,36081136700,4136700,YES,1,0.03,33
2019 and 2020,36081137700,4137700,NO,17,1,17
2019 and 2020,36081139900,4139900,NO,6,0.6,10
2019 and 2020,36081139900,4139900,YES,4,0.4,10
2019 and 2020,36081140300,4140300,NO,9,1,9
2019 and 2020,36081140902,4140902,NO,9,1,9
2019 and 2020,36081141700,4141700,NO,12,1,12
2019 and 2020,36081142900,4142900,NO,15,1,15
2019 and 2020,36081143500,4143500,NO,11,0.92,12
2019 and 2020,36081143500,4143500,YES,1,0.08,12
2019 and 2020,36081144100,4144100,NO,5,1,5
2019 and 2020,36081144700,4144700,NO,43,0.93,46
2019 and 2020,36081144700,4144700,YES,3,0.07,46
2019 and 2020,36081145101,4145101,NO,22,1,22
2019 and 2020,36081145102,4145102,NO,15,1,15
2019 and 2020,36081145900,4145900,NO,22,0.81,27
2019 and 2020,36081145900,4145900,YES,5,0.19,27
2019 and 2020,36081146300,4146300,NO,32,0.91,35
2019 and 2020,36081146300,4146300,YES,3,0.09,35
2019 and 2020,36081146700,4146700,NO,93,0.95,98
2019 and 2020,36081146700,4146700,YES,5,0.05,98
2019 and 2020,36081147100,4147100,NO,65,0.98,66
2019 and 2020,36081147100,4147100,YES,1,0.02,66
2019 and 2020,36081147900,4147900,NO,98,0.94,104
2019 and 2020,36081147900,4147900,YES,6,0.06,104
2019 and 2020,36081148300,4148300,NO,4,1,4
2019 and 2020,36081150701,4150701,NO,20,0.87,23
2019 and 2020,36081150701,4150701,YES,3,0.13,23
2019 and 2020,36081150702,4150702,NO,56,0.88,64
2019 and 2020,36081150702,4150702,YES,8,0.12,64
2019 and 2020,36081152901,4152901,NO,16,0.62,26
2019 and 2020,36081152901,4152901,YES,10,0.38,26
2019 and 2020,36081152902,4152902,NO,21,0.88,24
2019 and 2020,36081152902,4152902,YES,3,0.12,24
2019 and 2020,36081155101,4155101,NO,21,1,21
2019 and 2020,36081155104,4155104,NO,33,0.97,34
2019 and 2020,36081155104,4155104,YES,1,0.03,34
2019 and 2020,36081157101,4157101,NO,41,0.98,42
2019 and 2020,36081157101,4157101,YES,1,0.02,42
2019 and 2020,36081157102,4157102,NO,3,1,3
