,reporting_year,borough_block_lot,property_street_address_or,borough,zip_code,sold_date,vacant_on_12_31,construction_reported,vacant_6_30_or_date_sold,primary_business_activity,property_number,property_street,unit,borough_1,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,nbhd,expir_dt_of_most_recent_lease,coordinates,bidid,coun_dist_2023
249095,2022 and 2023,3008330049,5524 7 Avenue,BROOKLYN,11220.0,,FILLED,,,RETAIL,5524,7 AVENUE,,Brooklyn,11220.0,40.63929790000001,-74.0095304,307.0,38.0,10000.0,3015102,3008330049,BK0703,Sunset Park (Central),,POINT (-74.0095304 40.63929790000001),,43.0
249096,2022 and 2023,3008330049,677 56th Street,BROOKLYN,11220.0,,FILLED,,,REAL ESTATE,5524,7 AVENUE,,Brooklyn,11220.0,40.63929790000001,-74.0095304,307.0,38.0,10000.0,3015102,3008330049,BK0703,Sunset Park (Central),,POINT (-74.0095304 40.63929790000001),,43.0
249097,2022 and 2023,3008340001,5523 7TH AVE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5523,7 AVENUE,,Brooklyn,11220.0,40.6390208,-74.0090655,307.0,38.0,10601.0,3015125,3008340001,BK0703,Sunset Park (Central),,POINT (-74.0090655 40.6390208),,43.0
249098,2022 and 2023,3008340001,5523 7TH AVE STORE B,BROOKLYN,11220.0,,FILLED,,,WHOLESALE,5523,7 AVENUE,,Brooklyn,11220.0,40.6390208,-74.0090655,307.0,38.0,10601.0,3015125,3008340001,BK0703,Sunset Park (Central),,POINT (-74.0090655 40.6390208),,43.0
249099,2022 and 2023,3008340003,5517 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,5517,7 AVENUE,,Brooklyn,11220.0,40.6391306,-74.0089503,307.0,38.0,10601.0,3015127,3008340003,BK0703,Sunset Park (Central),,POINT (-74.0089503 40.6391306),,43.0
249100,2022 and 2023,3008340007,5501 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5501,7 AVENUE,,Brooklyn,11220.0,40.6393474,-74.0087233,307.0,38.0,10601.0,3015130,3008340007,BK0703,Sunset Park (Central),,POINT (-74.0087233 40.6393474),,43.0
249101,2022 and 2023,3008340028,754 55 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,754,55 STREET,,Brooklyn,11220.0,40.63863930000001,-74.0076206,307.0,38.0,10601.0,3015147,3008340028,BK0703,Sunset Park (Central),,POINT (-74.0076206 40.63863930000001),,43.0
249102,2022 and 2023,3008340028,754 55 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,754,55 STREET,,Brooklyn,11220.0,40.63863930000001,-74.0076206,307.0,38.0,10601.0,3015147,3008340028,BK0703,Sunset Park (Central),,POINT (-74.0076206 40.63863930000001),,43.0
249103,2022 and 2023,3008340038,5504 8th AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5504,8 AVENUE,,Brooklyn,11220.0,40.638321,-74.0069828,307.0,38.0,10601.0,3015157,3008340038,BK0703,Sunset Park (Central),,POINT (-74.0069828 40.638321),,43.0
249104,2022 and 2023,3008340041,5512 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5512,8 AVENUE,,Brooklyn,11220.0,40.63819199999999,-74.0071161,307.0,38.0,10601.0,3015160,3008340041,BK0703,Sunset Park (Central),,POINT (-74.0071161 40.63819199999999),,43.0
249105,2022 and 2023,3008340041,5512 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5512,8 AVENUE,,Brooklyn,11220.0,40.63819199999999,-74.0071161,307.0,38.0,10601.0,3015160,3008340041,BK0703,Sunset Park (Central),,POINT (-74.0071161 40.63819199999999),,43.0
249106,2022 and 2023,3008340043,5516 8TH AVE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5516,8 AVENUE,,Brooklyn,11220.0,40.63810690000001,-74.0072062,307.0,38.0,10601.0,3015162,3008340043,BK0703,Sunset Park (Central),,POINT (-74.0072062 40.63810690000001),,43.0
249107,2022 and 2023,3008340046,5524 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,5524,8 AVENUE,,Brooklyn,11220.0,40.6379724,-74.0073467,307.0,38.0,10601.0,3015165,3008340046,BK0703,Sunset Park (Central),,POINT (-74.0073467 40.6379724),,43.0
249108,2022 and 2023,3008340046,777 56TH STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5524,8 AVENUE,,Brooklyn,11220.0,40.6379724,-74.0073467,307.0,38.0,10601.0,3015165,3008340046,BK0703,Sunset Park (Central),,POINT (-74.0073467 40.6379724),,43.0
249109,2022 and 2023,3008340049,771 56 STREET,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,771,56 STREET,,Brooklyn,11220.0,40.63818100000001,-74.0074548,307.0,38.0,10601.0,3015167,3008340049,BK0703,Sunset Park (Central),,POINT (-74.0074548 40.63818100000001),,43.0
249110,2022 and 2023,3008341101,5515 7 AVE,BROOKLYN,11220.0,,FILLED,,,OTHER,5515,7 AVENUE,1,Brooklyn,11220.0,40.639186,-74.0088929999999,307.0,38.0,10601.0,3015128,3008341101,BK0703,Sunset Park (Central),,POINT (-74.0088929999999 40.639186),,43.0
249128,2022 and 2023,3008410038,5602 7 AVENUE,BROOKLYN,11220.0,,VACANT,,,OTHER,5602,7 AVENUE,,Brooklyn,11220.0,40.63913600000001,-74.0097177,307.0,38.0,10200.0,3015464,3008410038,BK0703,Sunset Park (Central),,POINT (-74.0097177 40.63913600000001),,43.0
249129,2022 and 2023,3008410038,5602 7 AVENUE,BROOKLYN,11220.0,,VACANT,,,FOOD SERVICES,5602,7 AVENUE,,Brooklyn,11220.0,40.63913600000001,-74.0097177,307.0,38.0,10200.0,3015464,3008410038,BK0703,Sunset Park (Central),,POINT (-74.0097177 40.63913600000001),,43.0
249130,2022 and 2023,3008410039,5604 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5604,7 AVENUE,,Brooklyn,11220.0,40.6390893,-74.0097646,307.0,38.0,10200.0,3015465,3008410039,BK0703,Sunset Park (Central),,POINT (-74.0097646 40.6390893),,43.0
249131,2022 and 2023,3008420004,5615 7th Ave nue,BROOKLYN,11220.0,,FILLED,,,NO BUSINESS ACTIVITY IDENTIFIED,5615,7 AVENUE,,Brooklyn,11220.0,40.6386063,-74.0095519,307.0,38.0,10401.0,3015503,3008420004,BK0703,Sunset Park (Central),,POINT (-74.0095519 40.6386063),,43.0
249132,2022 and 2023,3008420004,5615 7th Ave nue,BROOKLYN,11220.0,,FILLED,,,NO BUSINESS ACTIVITY IDENTIFIED,5615,7 AVENUE,,Brooklyn,11220.0,40.6386063,-74.0095519,307.0,38.0,10401.0,3015503,3008420004,BK0703,Sunset Park (Central),,POINT (-74.0095519 40.6386063),,43.0
249133,2022 and 2023,3008420035,770 56 STREET,BROOKLYN,11220.0,,FILLED,,,RETAIL,770,56 STREET,,Brooklyn,11220.0,40.63785430000001,-74.0078295,307.0,38.0,10401.0,3015531,3008420035,BK0703,Sunset Park (Central),,POINT (-74.0078295 40.63785430000001),,43.0
249134,2022 and 2023,3008420039,5604 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5604,8 AVENUE,,Brooklyn,11220.0,40.6377555,-74.0075593,307.0,38.0,10401.0,3015534,3008420039,BK0703,Sunset Park (Central),,POINT (-74.0075593 40.6377555),,43.0
249135,2022 and 2023,3008420043,5612 A 8TH AVE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5612A,8 AVENUE,,Brooklyn,11220.0,40.637585300000005,-74.0077394,307.0,38.0,10401.0,3015538,3008420043,BK0703,Sunset Park (Central),,POINT (-74.0077394 40.637585300000005),,43.0
249136,2022 and 2023,3008420047,5624 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5624,8 AVENUE,,Brooklyn,11220.0,40.63741509999999,-74.0079195,307.0,38.0,10401.0,3015542,3008420047,BK0703,Sunset Park (Central),,POINT (-74.0079195 40.63741509999999),,43.0
249137,2022 and 2023,3008420047,5624 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5624,8 AVENUE,,Brooklyn,11220.0,40.63741509999999,-74.0079195,307.0,38.0,10401.0,3015542,3008420047,BK0703,Sunset Park (Central),,POINT (-74.0079195 40.63741509999999),,43.0
249138,2022 and 2023,3008420047,5624 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5624,8 AVENUE,,Brooklyn,11220.0,40.63741509999999,-74.0079195,307.0,38.0,10401.0,3015542,3008420047,BK0703,Sunset Park (Central),,POINT (-74.0079195 40.63741509999999),,43.0
249139,2022 and 2023,3008420050,773 57TH STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,773,57 STREET,,Brooklyn,11220.0,40.63761819999999,-74.0080241,307.0,38.0,10401.0,3015544,3008420050,BK0703,Sunset Park (Central),,POINT (-74.0080241 40.63761819999999),,43.0
249140,2022 and 2023,3008421001,769 57 STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,769,57 STREET,CU1,Brooklyn,11220.0,40.63765,-74.008,307.0,38.0,10401.0,3414815,3008421001,BK0703,Sunset Park (Central),,POINT (-74.008 40.63765),,43.0
249141,2022 and 2023,3008421002,769 57 STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,769,57 STREET,CU2,Brooklyn,11220.0,40.63765,-74.008,307.0,38.0,10401.0,3414815,3008421002,BK0703,Sunset Park (Central),,POINT (-74.008 40.63765),,43.0
249142,2022 and 2023,3008421003,769 57 STREET,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,769,57 STREET,CF,Brooklyn,11220.0,40.63765,-74.008,307.0,38.0,10401.0,3414815,3008421003,BK0703,Sunset Park (Central),,POINT (-74.008 40.63765),,43.0
249172,2022 and 2023,3008490003,5715 6TH AVENUE,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,5715,6 AVENUE,,Brooklyn,11220.0,40.6393361,-74.0123264999999,307.0,38.0,10200.0,3015781,3008490003,BK0703,Sunset Park (Central),,POINT (-74.0123264999999 40.6393361),,43.0
249173,2022 and 2023,3008490007,5707 6 AVENUE,BROOKLYN,11220.0,,VACANT,,,RETAIL,5707,6 AVENUE,,Brooklyn,11220.0,40.63951180000001,-74.0121896,307.0,38.0,10200.0,3015785,3008490007,BK0703,Sunset Park (Central),,POINT (-74.0121896 40.63951180000001),,43.0
249174,2022 and 2023,3008490010,5701 6 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5701,6 AVENUE,,Brooklyn,11220.0,40.63963530000001,-74.0120598999999,307.0,38.0,10200.0,3015788,3008490010,BK0703,Sunset Park (Central),,POINT (-74.0120598999999 40.63963530000001),,43.0
249175,2022 and 2023,3008490010,5701 6 AVENUE,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,5701,6 AVENUE,,Brooklyn,11220.0,40.63963530000001,-74.0120598999999,307.0,38.0,10200.0,3015788,3008490010,BK0703,Sunset Park (Central),,POINT (-74.0120598999999 40.63963530000001),,43.0
249176,2022 and 2023,3008490044,5724 7th Ave,BROOKLYN,11220.0,,FILLED,,,RETAIL,675,58 STREET,,Brooklyn,11220.0,40.6382054,-74.0107301,307.0,38.0,10200.0,3015822,3008490044,BK0703,Sunset Park (Central),,POINT (-74.0107301 40.6382054),,43.0
249177,2022 and 2023,3008490044,5724 7th Ave,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,675,58 STREET,,Brooklyn,11220.0,40.6382054,-74.0107301,307.0,38.0,10200.0,3015822,3008490044,BK0703,Sunset Park (Central),,POINT (-74.0107301 40.6382054),,43.0
249178,2022 and 2023,3008491001,5708 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,5708,7 AVENUE,CF-CA,Brooklyn,11220.0,40.63847,-74.0104,307.0,38.0,10200.0,3396795,3008491001,BK0703,Sunset Park (Central),,POINT (-74.0104 40.63847),,43.0
249179,2022 and 2023,3008491002,5708 7 AVENUE,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,5708,7 AVENUE,CF-1A,Brooklyn,11220.0,40.63847,-74.0104,307.0,38.0,10200.0,3396795,3008491002,BK0703,Sunset Park (Central),,POINT (-74.0104 40.63847),,43.0
249180,2022 and 2023,3008500003,5717 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,5717,7 AVENUE,,Brooklyn,11220.0,40.6380078,-74.0101283,307.0,38.0,10401.0,3015854,3008500003,BK0703,Sunset Park (Central),,POINT (-74.0101283 40.6380078),,43.0
249181,2022 and 2023,3008500035,768 57TH STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,768,57 STREET,,Brooklyn,11220.0,40.63733280000001,-74.0084743999999,307.0,38.0,10401.0,3015879,3008500035,BK0703,Sunset Park (Central),,POINT (-74.0084743999999 40.63733280000001),,43.0
249182,2022 and 2023,3008500037,772 57TH STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,772,57 STREET,,Brooklyn,11220.0,40.63728609999999,-74.0083986999999,307.0,38.0,10401.0,3015880,3008500037,BK0703,Sunset Park (Central),,POINT (-74.0083986999999 40.63728609999999),,43.0
249183,2022 and 2023,3008500039,5704 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5704,8 AVENUE,,Brooklyn,11220.0,40.6371983,-74.0081393,307.0,38.0,10401.0,3015882,3008500039,BK0703,Sunset Park (Central),,POINT (-74.0081393 40.6371983),,43.0
249184,2022 and 2023,3008500039,5704 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FINANCE & INSURANCE,5704,8 AVENUE,,Brooklyn,11220.0,40.6371983,-74.0081393,307.0,38.0,10401.0,3015882,3008500039,BK0703,Sunset Park (Central),,POINT (-74.0081393 40.6371983),,43.0
249185,2022 and 2023,3008500042,5712 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5712,8 AVENUE,,Brooklyn,11220.0,40.6370665,-74.0082761999999,307.0,38.0,10401.0,3015885,3008500042,BK0703,Sunset Park (Central),,POINT (-74.0082761999999 40.6370665),,43.0
249186,2022 and 2023,3008500048,773 58 STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,773,58 STREET,,Brooklyn,11220.0,40.637025300000005,-74.0085644,307.0,38.0,10401.0,3015891,3008500048,BK0703,Sunset Park (Central),,POINT (-74.0085644 40.637025300000005),,43.0
249187,2022 and 2023,3008501101,745 58th st,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,745,58 STREET,1,Brooklyn,11220.0,40.63736599999999,-74.009127,307.0,38.0,10401.0,3397580,3008501101,BK0703,Sunset Park (Central),,POINT (-74.009127 40.63736599999999),,43.0
249188,2022 and 2023,3008501301,757 58 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,757,58 STREET,COMM,Brooklyn,11220.0,40.637262,-74.008957,307.0,38.0,10401.0,3015898,3008501301,BK0703,Sunset Park (Central),,POINT (-74.008957 40.637262),,43.0
249203,2022 and 2023,3008570042,5814 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5814,7 AVENUE,,Brooklyn,11220.0,40.6377635,-74.0110542999999,307.0,38.0,10200.0,3016146,3008570042,BK0703,Sunset Park (Central),,POINT (-74.0110542999999 40.6377635),,43.0
249204,2022 and 2023,3008570042,5814 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,EDUCATIONAL SERVICES,5814,7 AVENUE,,Brooklyn,11220.0,40.6377635,-74.0110542999999,307.0,38.0,10200.0,3016146,3008570042,BK0703,Sunset Park (Central),,POINT (-74.0110542999999 40.6377635),,43.0
249205,2022 and 2023,3008570045,5820 7th Ave,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5820,7 AVENUE,,Brooklyn,11220.0,40.63763449999999,-74.0111912,307.0,38.0,10200.0,3016149,3008570045,BK0703,Sunset Park (Central),,POINT (-74.0111912 40.63763449999999),,43.0
249206,2022 and 2023,3008580012,714 58 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,714,58 STREET,,Brooklyn,11220.0,40.6375412,-74.0103263999999,307.0,38.0,10401.0,3016182,3008580012,BK0703,Sunset Park (Central),,POINT (-74.0103263999999 40.6375412),,43.0
249207,2022 and 2023,3008580017,726 58 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,726,58 STREET,,Brooklyn,11220.0,40.6373683,-74.0100417,307.0,38.0,10401.0,3016187,3008580017,BK0703,Sunset Park (Central),,POINT (-74.0100417 40.6373683),,43.0
249208,2022 and 2023,3008580017,726 58 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,726,58 STREET,,Brooklyn,11220.0,40.6373683,-74.0100417,307.0,38.0,10401.0,3016187,3008580017,BK0703,Sunset Park (Central),,POINT (-74.0100417 40.6373683),,43.0
249209,2022 and 2023,3008580020,734 58 STREET,BROOKLYN,11220.0,,FILLED,,,OTHER,734,58 STREET,,Brooklyn,11220.0,40.6372668,-74.0098724,307.0,38.0,10401.0,3016190,3008580020,BK0703,Sunset Park (Central),,POINT (-74.0098724 40.6372668),,43.0
249210,2022 and 2023,3008580041,5810 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5810,8 AVENUE,,Brooklyn,11220.0,40.636556,-74.0088202,307.0,38.0,10401.0,3016211,3008580041,BK0703,Sunset Park (Central),,POINT (-74.0088202 40.636556),,43.0
249211,2022 and 2023,3008580043,5814 8 AVENUE,BROOKLYN,11220.0,,VACANT,YES,YES,NO BUSINESS ACTIVITY IDENTIFIED,5814,8 AVENUE,,Brooklyn,11220.0,40.6364681,-74.0089103,307.0,38.0,10401.0,3016213,3008580043,BK0703,Sunset Park (Central),,POINT (-74.0089103 40.6364681),,43.0
249212,2022 and 2023,3008580046,5822 8th AVE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5822,8 AVENUE,,Brooklyn,11220.0,40.6363364,-74.0090435999999,307.0,38.0,10401.0,3016216,3008580046,BK0703,Sunset Park (Central),,POINT (-74.0090435999999 40.6363364),,43.0
249213,2022 and 2023,3008580047,59th st,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,5824,8 AVENUE,,Brooklyn,11220.0,40.63629240000001,-74.0090904,307.0,38.0,10401.0,3016217,3008580047,BK0703,Sunset Park (Central),,POINT (-74.0090904 40.63629240000001),,43.0
249214,2022 and 2023,3008580047,59th st,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5824,8 AVENUE,,Brooklyn,11220.0,40.63629240000001,-74.0090904,307.0,38.0,10401.0,3016217,3008580047,BK0703,Sunset Park (Central),,POINT (-74.0090904 40.63629240000001),,43.0
249215,2022 and 2023,3008580047,59th st,BROOKLYN,11220.0,,FILLED,,,RETAIL,5824,8 AVENUE,,Brooklyn,11220.0,40.63629240000001,-74.0090904,307.0,38.0,10401.0,3016217,3008580047,BK0703,Sunset Park (Central),,POINT (-74.0090904 40.63629240000001),,43.0
249216,2022 and 2023,3008580047,59th st,BROOKLYN,11220.0,,FILLED,,,RETAIL,5824,8 AVENUE,,Brooklyn,11220.0,40.63629240000001,-74.0090904,307.0,38.0,10401.0,3016217,3008580047,BK0703,Sunset Park (Central),,POINT (-74.0090904 40.63629240000001),,43.0
249217,2022 and 2023,3008580047,59th st,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,5824,8 AVENUE,,Brooklyn,11220.0,40.63629240000001,-74.0090904,307.0,38.0,10401.0,3016217,3008580047,BK0703,Sunset Park (Central),,POINT (-74.0090904 40.63629240000001),,43.0
249218,2022 and 2023,3008580047,59th st,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5824,8 AVENUE,,Brooklyn,11220.0,40.63629240000001,-74.0090904,307.0,38.0,10401.0,3016217,3008580047,BK0703,Sunset Park (Central),,POINT (-74.0090904 40.63629240000001),,43.0
249219,2022 and 2023,3008580074,711 59 STREET,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,711,59 STREET,,Brooklyn,11220.0,40.6373518,-74.0106109999999,307.0,38.0,10401.0,3016233,3008580074,BK0703,Sunset Park (Central),,POINT (-74.0106109999999 40.6373518),,43.0
249220,2022 and 2023,3008581001,5805 7 AVENUE,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,5805,7 AVENUE,C1,Brooklyn,11220.0,40.637613,-74.010532,307.0,38.0,10401.0,3378827,3008581001,BK0703,Sunset Park (Central),,POINT (-74.010532 40.637613),,43.0
249221,2022 and 2023,3008581001,5805 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,5805,7 AVENUE,C1,Brooklyn,11220.0,40.637613,-74.010532,307.0,38.0,10401.0,3378827,3008581001,BK0703,Sunset Park (Central),,POINT (-74.010532 40.637613),,43.0
249233,2022 and 2023,3008660003,5917 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5917,7 AVENUE,,Brooklyn,11220.0,40.6368796,-74.0113388,307.0,38.0,10401.0,3016387,3008660003,BK0703,Sunset Park (Central),,POINT (-74.0113388 40.6368796),,43.0
249234,2022 and 2023,3008660005,5911 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,FINANCE & INSURANCE,5911,7 AVENUE,,Brooklyn,11220.0,40.6369675,-74.0112486999999,307.0,38.0,10401.0,3016389,3008660005,BK0703,Sunset Park (Central),,POINT (-74.0112486999999 40.6369675),,43.0
249235,2022 and 2023,3008660005,5911 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,MISCELLANEOUS OTHER SERVICE,5911,7 AVENUE,,Brooklyn,11220.0,40.6369675,-74.0112486999999,307.0,38.0,10401.0,3016389,3008660005,BK0703,Sunset Park (Central),,POINT (-74.0112486999999 40.6369675),,43.0
249236,2022 and 2023,3008660007,5907 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5907,7 AVENUE,,Brooklyn,11220.0,40.63705259999999,-74.0111586,307.0,38.0,10401.0,3016391,3008660007,BK0703,Sunset Park (Central),,POINT (-74.0111586 40.63705259999999),,43.0
249237,2022 and 2023,3008660007,5907 7 AVENUE,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,5907,7 AVENUE,,Brooklyn,11220.0,40.63705259999999,-74.0111586,307.0,38.0,10401.0,3016391,3008660007,BK0703,Sunset Park (Central),,POINT (-74.0111586 40.63705259999999),,43.0
249238,2022 and 2023,3008660010,710B 59TH STREET,BROOKLYN,11220.0,,FILLED,,,INFORMATION SERVICES,5901,7 AVENUE,,Brooklyn,11220.0,40.6371816,-74.0110253999999,307.0,38.0,10401.0,3016394,3008660010,BK0703,Sunset Park (Central),,POINT (-74.0110253999999 40.6371816),,43.0
249239,2022 and 2023,3008660010,710 59TH STREET,BROOKLYN,11220.0,,FILLED,,,RETAIL,5901,7 AVENUE,,Brooklyn,11220.0,40.6371816,-74.0110253999999,307.0,38.0,10401.0,3016394,3008660010,BK0703,Sunset Park (Central),,POINT (-74.0110253999999 40.6371816),,43.0
249240,2022 and 2023,3008660034,762 59 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,762,59 STREET,,Brooklyn,11220.0,40.63624300000001,-74.0096992999999,307.0,38.0,10401.0,3392309,3008660034,BK0703,Sunset Park (Central),,POINT (-74.0096992999999 40.63624300000001),,43.0
249241,2022 and 2023,3008660040,5902 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5902,8 AVENUE,,Brooklyn,11220.0,40.6361222,-74.0092668999999,307.0,38.0,10401.0,3016419,3008660040,BK0703,Sunset Park (Central),,POINT (-74.0092668999999 40.6361222),,43.0
249242,2022 and 2023,3008660041,5904 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,RETAIL,5904,8 AVENUE,,Brooklyn,11220.0,40.6360811,-74.0093137,307.0,38.0,10401.0,3016420,3008660041,BK0703,Sunset Park (Central),,POINT (-74.0093137 40.6360811),,43.0
249243,2022 and 2023,3008660044,5912 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,OTHER,5912,8 AVENUE,,Brooklyn,11220.0,40.63594930000001,-74.009447,307.0,38.0,10401.0,3016423,3008660044,BK0703,Sunset Park (Central),,POINT (-74.009447 40.63594930000001),,43.0
249244,2022 and 2023,3008660048,5922 8 AVENUE,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5922,8 AVENUE,,Brooklyn,11220.0,40.6357764,-74.0096308,307.0,38.0,10401.0,3016427,3008660048,BK0703,Sunset Park (Central),,POINT (-74.0096308 40.6357764),,43.0
249245,2022 and 2023,3008660049,779 60 street,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,5924,8 AVENUE,,Brooklyn,11220.0,40.6357297,-74.0096776,307.0,38.0,10401.0,3016428,3008660049,BK0703,Sunset Park (Central),,POINT (-74.0096776 40.6357297),,43.0
249246,2022 and 2023,3008660049,777 60 street,BROOKLYN,11220.0,,FILLED,,,FOOD SERVICES,5924,8 AVENUE,,Brooklyn,11220.0,40.6357297,-74.0096776,307.0,38.0,10401.0,3016428,3008660049,BK0703,Sunset Park (Central),,POINT (-74.0096776 40.6357297),,43.0
249247,2022 and 2023,3008660049,5924 8 ave,BROOKLYN,11220.0,,FILLED,,,RETAIL,5924,8 AVENUE,,Brooklyn,11220.0,40.6357297,-74.0096776,307.0,38.0,10401.0,3016428,3008660049,BK0703,Sunset Park (Central),,POINT (-74.0096776 40.6357297),,43.0
249248,2022 and 2023,3008660049,779 60 street 2FL OFFICE,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,5924,8 AVENUE,,Brooklyn,11220.0,40.6357297,-74.0096776,307.0,38.0,10401.0,3016428,3008660049,BK0703,Sunset Park (Central),,POINT (-74.0096776 40.6357297),,43.0
249249,2022 and 2023,3008660049,779 60 Street 2FL OFFICE-2,BROOKLYN,11220.0,,VACANT,,,NO BUSINESS ACTIVITY IDENTIFIED,5924,8 AVENUE,,Brooklyn,11220.0,40.6357297,-74.0096776,307.0,38.0,10401.0,3016428,3008660049,BK0703,Sunset Park (Central),,POINT (-74.0096776 40.6357297),,43.0
249250,2022 and 2023,3008660059,751 60 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,751,60 STREET,,Brooklyn,11220.0,40.63620730000001,-74.0102288999999,307.0,38.0,10401.0,3016436,3008660059,BK0703,Sunset Park (Central),,POINT (-74.0102288999999 40.63620730000001),,43.0
249251,2022 and 2023,3008660071,723 60 STREET,BROOKLYN,11220.0,,FILLED,,,HEALTH CARE or SOCIAL ASSISTANCE,723,60 STREET,,Brooklyn,11220.0,40.63660519999999,-74.0108883,307.0,38.0,10401.0,3016445,3008660071,BK0703,Sunset Park (Central),,POINT (-74.0108883 40.63660519999999),,43.0
